r_scale,c2,c4,c6,E2,E4,E6,E_total,E2_ratio,E4_ratio,virial,mass,rE,mu,B
0.5,1.0,1.0,1.0,95.76943011331346,1051.8992423139673,0.40477988620963284,1148.0734523134904,0.08341751124052894,0.9162299155984125,0.8338701238410593,390853.1567895565,0.30918958614167136,-0.03608298810367843,0.8681470757339473
0.6,1.0,1.0,1.0,114.59899500676,937.4387929653228,0.2619034325923929,1052.2996914046753,0.10890338174839348,0.8908477315183577,0.7826910099697105,386696.23884309933,0.365055114124238,-0.02768754862757833,0.9068226991583267
0.7,1.0,1.0,1.0,136.88976860388397,836.9077970693893,0.17630450792504063,973.9738701811983,0.14054768078985216,0.8592713035655575,0.7192666697094764,377901.54664455354,0.42093397665473226,-0.025767389076003382,0.9311299514856257
0.8,1.0,1.0,1.0,161.95443086494342,751.9900101090857,0.1233503058515937,914.0677912798807,0.17717989016785538,0.8226851632701627,0.6459101127882529,367525.12618920376,0.4833080243190467,-0.021253035616556785,0.9473142676033465
0.9,1.0,1.0,1.0,183.38380098128292,680.7320203658701,0.08925686648973423,864.2050782136428,0.21219940220710906,0.7876973157493807,0.5758077596728022,361187.244532174,0.5465002472896692,-0.015211656270105008,0.9583812230521267
1.0,1.0,1.0,1.0,198.18853287013513,620.6919632853313,0.06647419491501488,818.9469703503815,0.2420041102116067,0.7579147194595176,0.5161541202345377,348322.64950629615,0.6045404085846149,-0.08984218211810495,0.96607778637881
