timestamp,grid_size,box_size,config_type,status,execution_time,iterations,converged,proton_mass,charge_radius,magnetic_moment,electric_charge,baryon_number,energy_balance,total_energy,validation_status,validation_score
2025-09-20T02:33:24.596456,48,4.0,120deg,validated,126.85665678977966,1000,False,693.2646801710938,1.1829737843433195,496.7398136361336,1.0,0.9826604517976618,0.5,693.2646801710938,poor,0.3
