timestamp,grid_size,box_size,config_type,status,execution_time,iterations,converged,proton_mass,charge_radius,magnetic_moment,electric_charge,baryon_number,energy_balance,total_energy,validation_status,validation_score
2025-09-19T15:41:24.093037,16,2.0,120deg,validated,1.2127492427825928,2,True,16.08212785803747,0.8975627961748491,1.5917193470752443e-14,1.0,-0.8105694691387022,0.5,16.08212785803747,poor,0.35
