timestamp,grid_size,box_size,config_type,status,execution_time,iterations,converged,proton_mass,charge_radius,magnetic_moment,electric_charge,baryon_number,energy_balance,total_energy,validation_status,validation_score
2025-09-19T15:42:09.002497,16,2.0,clover,validated,1.5122835636138916,2,True,16.08212785803747,0.8975627961748491,-6.3053228304083454e-21,1.0,-0.8105694691387022,0.5,16.08212785803747,poor,0.35
